time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-30 00:00:00+00:00,2.0,2.0,22,8
2024-05-01 00:00:00+00:00,5.0,2.0,20,3
2024-05-02 00:00:00+00:00,6.0,3.0,15,6
2024-05-03 00:00:00+00:00,1.0,1.0,1,1
2024-05-04 00:00:00+00:00,11.0,4.0,38,6
2024-05-05 00:00:00+00:00,6.0,4.0,44,8
2024-05-06 00:00:00+00:00,13.0,5.0,33,16
2024-05-07 00:00:00+00:00,1.0,1.0,189,11
2024-05-08 00:00:00+00:00,1.0,1.0,34,10
2024-05-09 00:00:00+00:00,1.0,1.0,45,13
2024-05-10 00:00:00+00:00,7.0,3.0,50,8
2024-05-11 00:00:00+00:00,6.0,2.0,17,9
2024-05-12 00:00:00+00:00,2.0,2.0,34,10
2024-05-13 00:00:00+00:00,,,32,17
