time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-25 00:00:00+00:00,2,1,22,8
2024-12-26 00:00:00+00:00,3,3,42,5
2024-12-27 00:00:00+00:00,1,1,60,8
2024-12-28 00:00:00+00:00,1,1,36,5
2024-12-29 00:00:00+00:00,2,2,57,7
2024-12-30 00:00:00+00:00,3,2,37,7
2024-12-31 00:00:00+00:00,2,1,16,4
2025-01-01 00:00:00+00:00,1,1,6,4
2025-01-02 00:00:00+00:00,1,1,8,4
2025-01-03 00:00:00+00:00,1,1,47,7
2025-01-04 00:00:00+00:00,1,1,15,6
2025-01-05 00:00:00+00:00,2,1,8,3
2025-01-06 00:00:00+00:00,1,1,8,4
2025-01-07 00:00:00+00:00,1,1,1,1
