time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-07 00:00:00+00:00,7,5,15,7
2022-12-08 00:00:00+00:00,2,2,10,7
2022-12-09 00:00:00+00:00,4,4,5,5
2022-12-10 00:00:00+00:00,3,3,12,6
2022-12-11 00:00:00+00:00,2,2,18,6
2022-12-12 00:00:00+00:00,6,5,51,15
2022-12-13 00:00:00+00:00,2,2,39,15
2022-12-14 00:00:00+00:00,5,5,54,16
2022-12-15 00:00:00+00:00,3,3,35,14
2022-12-16 00:00:00+00:00,2,2,26,6
2022-12-17 00:00:00+00:00,3,3,18,7
2022-12-18 00:00:00+00:00,1,1,16,10
2022-12-19 00:00:00+00:00,4,4,17,9
2022-12-20 00:00:00+00:00,3,3,11,8
