url_path,views_total,views_unique
/Ricardokevins/Bert-In-Relation-Extraction,197,101
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/README.md,55,12
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/main.py,40,10
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/loader.py,33,10
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/demo.py,31,10
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/train.json,29,9
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/model.py,27,8
/Ricardokevins/Bert-In-Relation-Extraction/tree/main/README.assets,27,7
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/test.py,21,6
/Ricardokevins/Bert-In-Relation-Extraction/tree/main/figure,20,6
