time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-31 00:00:00+00:00,1,1,21,7
2024-04-01 00:00:00+00:00,1,1,31,14
2024-04-02 00:00:00+00:00,2,2,23,13
2024-04-03 00:00:00+00:00,2,2,54,12
2024-04-04 00:00:00+00:00,1,1,5,4
2024-04-05 00:00:00+00:00,2,2,68,11
2024-04-06 00:00:00+00:00,1,1,10,6
2024-04-07 00:00:00+00:00,1,1,40,7
2024-04-08 00:00:00+00:00,3,3,32,14
2024-04-09 00:00:00+00:00,2,2,33,13
2024-04-10 00:00:00+00:00,2,2,59,12
2024-04-11 00:00:00+00:00,4,2,33,9
2024-04-12 00:00:00+00:00,1,1,13,6
2024-04-13 00:00:00+00:00,1,1,18,6
