time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-10 00:00:00+00:00,5,2,7,4
2025-04-11 00:00:00+00:00,2,2,6,5
2025-04-12 00:00:00+00:00,5,2,8,2
2025-04-13 00:00:00+00:00,5,2,7,2
2025-04-14 00:00:00+00:00,1,1,42,12
2025-04-15 00:00:00+00:00,2,2,23,10
2025-04-16 00:00:00+00:00,7,3,21,6
2025-04-17 00:00:00+00:00,5,2,41,4
2025-04-18 00:00:00+00:00,3,2,92,13
2025-04-19 00:00:00+00:00,3,2,3,3
2025-04-20 00:00:00+00:00,1,1,9,4
2025-04-21 00:00:00+00:00,4,3,22,6
2025-04-22 00:00:00+00:00,7,3,19,8
2025-04-23 00:00:00+00:00,1,1,11,7
