url_path,views_total,views_unique
/Ricardokevins/Bert-In-Relation-Extraction,153,89
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/train.json,23,6
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/main.py,21,8
/Ricardokevins/Bert-In-Relation-Extraction/tree/main/README.assets,20,6
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/demo.py,17,5
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/loader.py,16,6
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/figure/image-1603561010074.png,16,5
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/test.py,15,6
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/test.sh,15,4
/Ricardokevins/Bert-In-Relation-Extraction/issues,14,13
