url_path,views_total,views_unique
/Ricardokevins/Bert-In-Relation-Extraction,37,25
/Ricardokevins/Bert-In-Relation-Extraction/tree/main,13,1
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/loader.py,4,1
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/figure/image.png,3,2
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/main.py,3,1
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/train.json,3,1
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/figure/image-1603561010979.png,2,2
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/figure/image-1603561010980.png,2,2
/Ricardokevins/Bert-In-Relation-Extraction/tree/main/README.assets,2,2
/ricardokevins/bert-in-relation-extraction,2,2
