url_path,views_total,views_unique
/Ricardokevins/Bert-In-Relation-Extraction,106,60
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/model.py,43,11
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/figure/image-1603561010074.png,30,11
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/main.py,23,7
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/demo.py,20,8
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/train.json,18,6
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/README.md,15,4
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/loader.py,14,6
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/test.py,14,6
/Ricardokevins/Bert-In-Relation-Extraction/tree/main/README.assets,12,5
