url_path,views_total,views_unique
/Ricardokevins/Bert-In-Relation-Extraction,100,63
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/train.json,25,3
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/README.assets/Inkedimage-20210204112312401_LI.jpg,21,7
/Ricardokevins/Bert-In-Relation-Extraction/issues,10,5
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/figure/image-1603561010074.png,10,4
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/demo.py,8,3
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/figure/image-1603561010979.png,7,3
/Ricardokevins/Bert-In-Relation-Extraction/tree/main/README.assets,7,3
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/loader.py,7,2
/Ricardokevins/Bert-In-Relation-Extraction/tree/main,6,3
