time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-25 00:00:00+00:00,3,2,16,12
2025-02-26 00:00:00+00:00,5,3,15,6
2025-02-27 00:00:00+00:00,7,3,5,4
2025-02-28 00:00:00+00:00,6,2,8,5
2025-03-01 00:00:00+00:00,7,4,15,7
2025-03-02 00:00:00+00:00,5,3,5,2
2025-03-03 00:00:00+00:00,5,2,16,6
2025-03-04 00:00:00+00:00,4,2,30,10
2025-03-05 00:00:00+00:00,5,3,8,4
2025-03-06 00:00:00+00:00,3,3,7,3
2025-03-07 00:00:00+00:00,4,2,5,5
2025-03-08 00:00:00+00:00,3,2,5,2
2025-03-09 00:00:00+00:00,1,1,13,3
2025-03-10 00:00:00+00:00,1,1,7,3
