url_path,views_total,views_unique
/Ricardokevins/Bert-In-Relation-Extraction,224,115
/Ricardokevins/Bert-In-Relation-Extraction/issues,20,8
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/loader.py,10,6
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/main.py,9,8
/Ricardokevins/Bert-In-Relation-Extraction/tree/main/figure,9,7
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/figure/image-1603561010074.png,7,7
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/model.py,7,7
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/train.json,7,4
/Ricardokevins/Bert-In-Relation-Extraction/stargazers,7,2
/Ricardokevins/Bert-In-Relation-Extraction/tree/main/README.assets,6,5
