url_path,views_total,views_unique
/Ricardokevins/Bert-In-Relation-Extraction,149,83
/Ricardokevins/Bert-In-Relation-Extraction/issues,28,6
/Ricardokevins/Bert-In-Relation-Extraction/issues/37,9,1
/Ricardokevins/Bert-In-Relation-Extraction/tree/main/README.assets,7,7
/Ricardokevins/Bert-In-Relation-Extraction/tree/main/figure,7,6
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/figure/image-1603561010074.png,7,5
/Ricardokevins/Bert-In-Relation-Extraction/issues/new,7,2
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/loader.py,6,6
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/model.py,6,5
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/train.json,6,5
