time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-05 00:00:00+00:00,2,2,30,11
2024-03-06 00:00:00+00:00,3,3,49,17
2024-03-07 00:00:00+00:00,3,3,26,10
2024-03-08 00:00:00+00:00,3,2,19,10
2024-03-09 00:00:00+00:00,2,2,13,5
2024-03-10 00:00:00+00:00,2,2,12,10
2024-03-11 00:00:00+00:00,2,2,20,14
2024-03-12 00:00:00+00:00,1,1,122,14
2024-03-13 00:00:00+00:00,1,1,60,11
2024-03-14 00:00:00+00:00,1,1,152,13
2024-03-15 00:00:00+00:00,1,1,37,13
2024-03-16 00:00:00+00:00,2,2,89,10
2024-03-17 00:00:00+00:00,1,1,56,4
2024-03-18 00:00:00+00:00,1,1,89,18
