time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-04 00:00:00+00:00,5,5,21,7
2023-12-05 00:00:00+00:00,4,4,50,9
2023-12-06 00:00:00+00:00,4,4,52,17
2023-12-07 00:00:00+00:00,4,4,16,8
2023-12-08 00:00:00+00:00,2,2,7,6
2023-12-09 00:00:00+00:00,2,2,11,4
2023-12-10 00:00:00+00:00,2,2,9,6
2023-12-11 00:00:00+00:00,5,4,60,13
2023-12-12 00:00:00+00:00,4,3,94,16
2023-12-13 00:00:00+00:00,1,1,26,15
2023-12-14 00:00:00+00:00,2,2,52,10
2023-12-15 00:00:00+00:00,7,4,39,11
2023-12-16 00:00:00+00:00,2,2,13,7
2023-12-17 00:00:00+00:00,2,1,34,8
