time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-19 00:00:00+00:00,2,2,24.0,12.0
2023-12-20 00:00:00+00:00,2,2,6.0,6.0
2023-12-21 00:00:00+00:00,2,2,10.0,6.0
2023-12-22 00:00:00+00:00,2,2,18.0,3.0
2023-12-23 00:00:00+00:00,2,2,7.0,5.0
2023-12-24 00:00:00+00:00,2,2,,
2023-12-25 00:00:00+00:00,3,3,14.0,5.0
2023-12-26 00:00:00+00:00,2,2,25.0,7.0
2023-12-27 00:00:00+00:00,2,2,24.0,2.0
2023-12-28 00:00:00+00:00,2,2,28.0,7.0
2023-12-29 00:00:00+00:00,2,2,9.0,7.0
2023-12-30 00:00:00+00:00,5,4,17.0,1.0
2023-12-31 00:00:00+00:00,3,3,10.0,2.0
2024-01-01 00:00:00+00:00,1,1,3.0,3.0
