time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-07 00:00:00+00:00,3,2,82,10
2023-10-08 00:00:00+00:00,3,2,10,8
2023-10-09 00:00:00+00:00,5,4,16,8
2023-10-10 00:00:00+00:00,9,5,6,5
2023-10-11 00:00:00+00:00,3,2,32,8
2023-10-12 00:00:00+00:00,3,2,59,9
2023-10-13 00:00:00+00:00,2,2,39,7
2023-10-14 00:00:00+00:00,1,1,8,6
2023-10-15 00:00:00+00:00,2,2,28,3
2023-10-16 00:00:00+00:00,3,3,30,6
2023-10-17 00:00:00+00:00,2,2,10,7
2023-10-18 00:00:00+00:00,2,2,26,11
2023-10-19 00:00:00+00:00,5,4,26,8
2023-10-20 00:00:00+00:00,1,1,30,8
