url_path,views_total,views_unique
/Ricardokevins/Bert-In-Relation-Extraction,111,44
/Ricardokevins/Bert-In-Relation-Extraction/issues,66,6
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/model.py,19,10
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/demo.py,11,7
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/main.py,11,6
/Ricardokevins/Bert-In-Relation-Extraction/issues/2,10,3
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/README.md,7,5
/Ricardokevins/Bert-In-Relation-Extraction/issues/33,7,2
/Ricardokevins/Bert-In-Relation-Extraction/issues/56,7,1
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/loader.py,6,5
