time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-24 00:00:00+00:00,3,3,34,9
2023-10-25 00:00:00+00:00,2,2,3,3
2023-10-26 00:00:00+00:00,3,3,10,6
2023-10-27 00:00:00+00:00,2,2,6,4
2023-10-28 00:00:00+00:00,2,2,32,11
2023-10-29 00:00:00+00:00,2,2,4,3
2023-10-30 00:00:00+00:00,4,4,28,5
2023-10-31 00:00:00+00:00,2,2,15,6
2023-11-01 00:00:00+00:00,2,2,8,7
2023-11-02 00:00:00+00:00,2,2,26,11
2023-11-03 00:00:00+00:00,6,4,92,11
2023-11-04 00:00:00+00:00,2,2,42,6
2023-11-05 00:00:00+00:00,1,1,3,2
2023-11-06 00:00:00+00:00,2,2,28,9
