url_path,views_total,views_unique
/Ricardokevins/Bert-In-Relation-Extraction,75,42
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/README.md,27,1
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/model.py,24,4
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/loader.py,14,5
/Ricardokevins/Bert-In-Relation-Extraction/tree/main/figure,12,3
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/figure/image-1603561010074.png,9,3
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/main.py,7,2
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/nohup.out,6,2
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/train.json,5,2
/Ricardokevins/Bert-In-Relation-Extraction/tree/main/README.assets,5,2
