url_path,views_total,views_unique
/Ricardokevins/Bert-In-Relation-Extraction,212,103
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/main.py,34,9
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/model.py,30,12
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/loader.py,21,8
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/demo.py,20,5
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/README.assets/Inkedimage-20210204112312401_LI.jpg,15,9
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/train.json,13,5
/Ricardokevins/Bert-In-Relation-Extraction/tree/main/README.assets,12,6
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/test.py,12,5
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/figure/image-1603561010074.png,11,3
