time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-06 00:00:00+00:00,4.0,4.0,28,9
2023-11-07 00:00:00+00:00,3.0,3.0,12,7
2023-11-08 00:00:00+00:00,2.0,2.0,26,11
2023-11-09 00:00:00+00:00,3.0,3.0,50,10
2023-11-10 00:00:00+00:00,2.0,2.0,20,11
2023-11-11 00:00:00+00:00,2.0,2.0,21,6
2023-11-12 00:00:00+00:00,2.0,2.0,12,5
2023-11-13 00:00:00+00:00,3.0,3.0,45,10
2023-11-14 00:00:00+00:00,3.0,3.0,13,7
2023-11-15 00:00:00+00:00,4.0,4.0,51,12
2023-11-16 00:00:00+00:00,4.0,4.0,26,10
2023-11-17 00:00:00+00:00,2.0,2.0,13,7
2023-11-18 00:00:00+00:00,2.0,2.0,25,6
2023-11-19 00:00:00+00:00,,,73,11
