time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-05 00:00:00+00:00,2,2,7,4
2025-04-06 00:00:00+00:00,8,3,4,4
2025-04-07 00:00:00+00:00,3,3,4,3
2025-04-08 00:00:00+00:00,2,2,15,4
2025-04-09 00:00:00+00:00,2,2,14,5
2025-04-10 00:00:00+00:00,5,2,7,4
2025-04-11 00:00:00+00:00,2,2,6,5
2025-04-12 00:00:00+00:00,5,2,8,2
2025-04-13 00:00:00+00:00,5,2,7,2
2025-04-14 00:00:00+00:00,1,1,42,12
2025-04-15 00:00:00+00:00,2,2,23,10
2025-04-16 00:00:00+00:00,7,3,21,6
2025-04-17 00:00:00+00:00,5,2,41,4
2025-04-18 00:00:00+00:00,2,1,92,13
