time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-28 00:00:00+00:00,6.0,3.0,108,15
2024-05-29 00:00:00+00:00,6.0,3.0,22,14
2024-05-30 00:00:00+00:00,5.0,2.0,42,11
2024-05-31 00:00:00+00:00,1.0,1.0,44,11
2024-06-01 00:00:00+00:00,1.0,1.0,35,7
2024-06-02 00:00:00+00:00,5.0,2.0,5,4
2024-06-03 00:00:00+00:00,3.0,3.0,58,9
2024-06-04 00:00:00+00:00,8.0,4.0,18,10
2024-06-05 00:00:00+00:00,2.0,2.0,56,6
2024-06-06 00:00:00+00:00,7.0,3.0,17,9
2024-06-07 00:00:00+00:00,1.0,1.0,14,7
2024-06-08 00:00:00+00:00,6.0,3.0,27,7
2024-06-09 00:00:00+00:00,1.0,1.0,2,2
2024-06-10 00:00:00+00:00,,,91,8
