url_path,views_total,views_unique
/Ricardokevins/Bert-In-Relation-Extraction,94,49
/Ricardokevins/Bert-In-Relation-Extraction/issues,25,6
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/loader.py,15,7
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/main.py,9,6
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/model.py,8,5
/Ricardokevins/Bert-In-Relation-Extraction/tree/main/README.assets,7,5
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/demo.py,6,5
/Ricardokevins/Bert-In-Relation-Extraction/issues/57,5,4
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/train.json,5,3
/Ricardokevins/Bert-In-Relation-Extraction/issues/56,5,3
