time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-06 00:00:00+00:00,4.0,3.0,17,9
2023-07-07 00:00:00+00:00,5.0,4.0,25,9
2023-07-08 00:00:00+00:00,4.0,3.0,20,8
2023-07-09 00:00:00+00:00,6.0,5.0,47,4
2023-07-10 00:00:00+00:00,5.0,4.0,101,16
2023-07-11 00:00:00+00:00,16.0,12.0,99,10
2023-07-12 00:00:00+00:00,5.0,4.0,25,9
2023-07-13 00:00:00+00:00,3.0,2.0,75,22
2023-07-14 00:00:00+00:00,4.0,3.0,44,11
2023-07-15 00:00:00+00:00,5.0,4.0,7,4
2023-07-16 00:00:00+00:00,4.0,3.0,1,1
2023-07-17 00:00:00+00:00,5.0,4.0,33,8
2023-07-18 00:00:00+00:00,4.0,3.0,24,9
2023-07-19 00:00:00+00:00,,,56,13
