url_path,views_total,views_unique
/Ricardokevins/Bert-In-Relation-Extraction,160,94
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/model.py,44,14
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/main.py,39,13
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/loader.py,28,8
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/train.json,25,7
/Ricardokevins/Bert-In-Relation-Extraction/tree/main/README.assets,22,8
/Ricardokevins/Bert-In-Relation-Extraction/tree/main/figure,20,7
/Ricardokevins/Bert-In-Relation-Extraction/tree/main,18,8
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/figure/image-1603561010074.png,16,7
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/README.md,13,5
