time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-13 00:00:00+00:00,7,3,8,5
2023-09-14 00:00:00+00:00,6,3,19,6
2023-09-15 00:00:00+00:00,3,2,11,5
2023-09-16 00:00:00+00:00,6,3,2,1
2023-09-17 00:00:00+00:00,3,2,67,6
2023-09-18 00:00:00+00:00,4,3,16,7
2023-09-19 00:00:00+00:00,4,3,25,8
2023-09-20 00:00:00+00:00,5,4,37,8
2023-09-21 00:00:00+00:00,4,3,17,6
2023-09-22 00:00:00+00:00,3,2,13,6
2023-09-23 00:00:00+00:00,6,3,20,3
2023-09-24 00:00:00+00:00,3,2,2,1
2023-09-25 00:00:00+00:00,4,3,44,9
2023-09-26 00:00:00+00:00,1,1,34,4
